edge1_x,edge1_y,centerline1_x,centerline1_y,edge2_x,edge2_y,centerline2_x,centerline2_y,edge3_x,edge3_y,road_centerline_x,road_centerline_y,cumulative_distance
2.1392785571142285,-1.3,-0.06513026052104198,-2.0,-2.2695390781563125,-2.7,-4.361826541799877,-2.844925645469405,-5.987437752944324,-2.155870571100836,-2.2695390781563125,-2.7,13.71275623576976
2.149298597194389,-1.3,-0.055110220440881985,-2.0,-2.2595190380761525,-2.7,-4.3534499618649,-2.850390015219496,-5.982168946978513,-2.1643704453486126,-2.2595190380761525,-2.7,13.72277627584992
2.1593186372745485,-1.3,-0.04509018036072154,-2.0,-2.249498997995992,-2.7,-4.345057344388446,-2.8558297211000263,-5.976879424452695,-2.172857443049934,-2.249498997995992,-2.7,13.73279631593008
2.169338677354709,-1.3,-0.0350701402805611,-2.0,-2.2394789579158316,-2.7,-4.336648761990198,-2.8612447160422803,-5.971569216835965,-2.18133151371288,-2.2394789579158316,-2.7,13.742816356010241
2.1793587174348694,-1.3,-0.025050100200401104,-2.0,-2.229458917835671,-2.7,-4.328224287427984,-2.8666349531913613,-5.966238355720483,-2.1897926069224365,-2.229458917835671,-2.7,13.752836396090402
2.18937875751503,-1.3,-0.015030060120240663,-2.0,-2.219438877755511,-2.7,-4.319783993597138,-2.8720003859065986,-5.960886872821281,-2.1982406723407992,-2.219438877755511,-2.7,13.762856436170562
2.1993987975951903,-1.3,-0.005010020040080221,-2.0,-2.2094188376753507,-2.7,-4.311327953529879,-2.877340967761947,-5.955514799976081,-2.206675659707667,-2.2094188376753507,-2.7,13.772876476250723
2.2094188376753507,-1.3,0.005010020040080221,-2.0,-2.1993987975951903,-2.7,-4.302856240394677,-2.8826566525463924,-5.950122169145095,-2.2150975188405466,-2.1993987975951903,-2.7,13.782896516330883
2.219438877755511,-1.3,0.015030060120240218,-2.0,-2.18937875751503,-2.7,-4.294368927495611,-2.8879473942643497,-5.944709012410845,-2.223506199635048,-2.18937875751503,-2.7,13.792916556411043
2.2294589178356707,-1.3,0.02505010020040066,-2.0,-2.17935871743487,-2.7,-4.285866088271753,-2.8932131471360605,-5.93927536197797,-2.2319016520651846,-2.17935871743487,-2.7,13.802936596491204
2.239478957915831,-1.3,0.0350701402805611,-2.0,-2.1693386773547094,-2.7,-4.277347796296508,-2.898453865597993,-5.93382125017303,-2.2402838261836666,-2.1693386773547094,-2.7,13.812956636571364
2.2494989979959916,-1.3,0.04509018036072154,-2.0,-2.159318637274549,-2.7,-4.268814125276999,-2.9036695043032292,-5.928346709444314,-2.248652672122206,-2.159318637274549,-2.7,13.822976676651525
2.259519038076152,-1.3,0.05511022044088154,-2.0,-2.149298597194389,-2.7,-4.260265149053422,-2.9088600181218647,-5.922851772361656,-2.2570081400918047,-2.149298597194389,-2.7,13.832996716731685
2.2695390781563125,-1.3,0.06513026052104198,-2.0,-2.1392785571142285,-2.7,-4.251700941598398,-2.9140253621413943,-5.917336471616228,-2.2653501803830562,-2.1392785571142285,-2.7,13.843016756811846
2.279559118236473,-1.3,0.07515030060120242,-2.0,-2.129258517034068,-2.7,-4.24312157701635,-2.919165491667102,-5.911800840020357,-2.2736787433664376,-2.129258517034068,-2.7,13.853036796892006
2.2895791583166334,-1.3,0.08517034068136242,-2.0,-2.1192384769539077,-2.7,-4.2345271295428475,-2.924280362222447,-5.906244910507321,-2.2819937794926104,-2.1192384769539077,-2.7,13.863056836972167
2.299599198396794,-1.3,0.09519038076152286,-2.0,-2.1092184368737477,-2.7,-4.225917673543969,-2.929369929549454,-5.900668716131161,-2.2902952392927083,-2.1092184368737477,-2.7,13.873076877052327
2.3096192384769534,-1.3,0.1052104208416833,-2.0,-2.099198396793587,-2.7,-4.217293283515661,-2.934434149609086,-5.895072290066475,-2.2985830733786363,-2.099198396793587,-2.7,13.883096917132487
2.319639278557114,-1.3,0.11523046092184375,-2.0,-2.0891783567134268,-2.7,-4.20865403408309,-2.9394729785816334,-5.889455665608231,-2.306857232443365,-2.0891783567134268,-2.7,13.893116957212648
2.3296593186372743,-1.3,0.12525050100200374,-2.0,-2.079158316633267,-2.7,-4.199999999999999,-2.9444863728670914,-5.883818876171562,-2.315117667261219,-2.079158316633267,-2.7,13.903136997292808
2.3396793587174347,-1.3,0.1352705410821642,-2.0,-2.0691382765531063,-2.7,-4.191331256148061,-2.949474289085535,-5.878161955291567,-2.323364328688175,-2.0691382765531063,-2.7,13.913157037372969
2.349699398797595,-1.3,0.14529058116232463,-2.0,-2.059118236472946,-2.7,-4.182647877536224,-2.9544366840774976,-5.872484936623117,-2.331597167662151,-2.059118236472946,-2.7,13.92317707745313
2.3597194388777556,-1.3,0.15531062124248507,-2.0,-2.0490981963927855,-2.7,-4.1739499393000745,-2.9593735149043416,-5.866787853940648,-2.339816135203302,-2.0490981963927855,-2.7,13.93319711753329
2.369739478957916,-1.3,0.16533066132264507,-2.0,-2.0390781563126255,-2.7,-4.165237516701176,-2.9642847388486313,-5.861070741137968,-2.3480211824143047,-2.0390781563126255,-2.7,13.94321715761345
2.3797595190380756,-1.3,0.1753507014028055,-2.0,-2.029058116232465,-2.7,-4.156510685126426,-2.969170313414503,-5.855333632228044,-2.356212260480655,-2.029058116232465,-2.7,13.95323719769361
2.389779559118236,-1.3,0.18537074148296595,-2.0,-2.0190380761523046,-2.7,-4.1477695200873965,-2.974030196328032,-5.849576561342812,-2.3643893206709548,-2.0190380761523046,-2.7,13.963257237773771
2.3997995991983965,-1.3,0.19539078156312595,-2.0,-2.009018036072144,-2.7,-4.139014097219688,-2.978864345537596,-5.843799562732967,-2.372552314337203,-2.009018036072144,-2.7,13.973277277853931
2.409819639278557,-1.3,0.2054108216432864,-2.0,-1.9989979959919841,-2.7,-4.130244492282266,-2.9836727192142467,-5.838002670767757,-2.380701192915086,-1.9989979959919841,-2.7,13.983297317934092
2.4198396793587174,-1.3,0.21543086172344683,-2.0,-1.9889779559118237,-2.7,-4.121460781156816,-2.9884552757520613,-5.83218591993479,-2.3888359079242627,-1.9889779559118237,-2.7,13.993317358014252
2.429859719438878,-1.3,0.22545090180360727,-2.0,-1.9789579158316633,-2.7,-4.112663039847078,-2.9932119737685103,-5.826349344839811,-2.396956410968659,-1.9789579158316633,-2.7,14.003337398094413
2.4398797595190382,-1.3,0.23547094188376727,-2.0,-1.968937875751503,-2.7,-4.103851344478194,-2.9979427721048126,-5.820492980206514,-2.40506265373675,-1.968937875751503,-2.7,14.013357438174573
